;period_from;period_to;operator_key;tso_eic_code;operator_label;point_key;point_label;tso_item_identifier;direction_key;allocation_process;item_remarks;general_remarks;last_update_date_time;id;dataset;indicator;period_type;unit;value;is_unlimited;flow_status;interruption_type;restoration_information;capacity_type;capacity_booking_status;is_cam_relevant;is_n_a;original_period_from;is_cmp_relevant
0;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00297;Greifswald / Fluxys Deutschland;21Z000000000255M;entry;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00297entryRU-TSO-0002;4;;;;;;;;;;;True;;;
1;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00297;Greifswald / Fluxys Deutschland;21Z000000000255M;exit;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00297exitRU-TSO-0002;4;;;;;;;;;;;False;;;
2;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00517;Achim II;37Z0000000070550;entry;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00517entryDE-TSO-0009;4;;;;;;;;;;;True;;;
3;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00517;Achim II;37Z0000000070550;exit;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00517exitDE-TSO-0009;4;;;;;;;;;;;True;;;
4;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00501;Lubmin II;21Z0000000004790;entry;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00501entryRU-TSO-0003;4;;;;;;;;;;;True;;;
5;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00501;Lubmin II;21Z0000000004790;exit;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00501exit;4;;;;;;;;;;;False;;;
6;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00535;Deutschneudorf EUGAL Brandov ;21Z0000000004839;exit;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00535exitCZ-TSO-0001;4;;;;;;;;;;;True;;;
7;2018-01-01T00:00:00+01:00;2018-02-01T00:00:00+01:00;DE-TSO-0018;21X0000000012388;Fluxys Deutschland;ITP-00535;Deutschneudorf EUGAL Brandov ;21Z0000000004839;entry;;;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;2022-01-10T16:01:50+01:00;5DE-TSO-0018ITP-00535entryCZ-TSO-0001;4;;;;;;;;;;;True;;;
