;adjacent_bz_key;adjacent_systems_label;bz_key;country_key;direction_key;indicator;period_from;period_to;region_key;value
328;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;1761538731.0
329;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;1761538731.0
330;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;3535395411.1
331;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-1403597302.0
332;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-1403597302.0
333;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-3323252033.0
334;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-166407336.0
335;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-166407336.0
336;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-563127508.0
337;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-81802126.0
338;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-81802126.0
339;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-57942864.0
340;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-65212784.0
341;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-65212784.0
342;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-68375102.0
343;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-144028652.0
344;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-144028652.0
345;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-205023583.0
346;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-25968000.0
347;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-25968000.0
348;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-26433850.0
349;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;851260872.0
350;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;851260872.0
351;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;851351228.0
352;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-35684507.0
353;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-336330379.2
354;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;59163196.0
355;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;68795053.0
356;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;138732380.00599998
357;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;1179426176.0
358;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;1179426176.0
359;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;1837033283.5
360;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;1766609783.0
361;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;1766609783.0
362;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;3429089210.1
363;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-1399736132.0
364;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-1399736132.0
365;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-3345137654.0
366;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-166407432.0
367;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-166407432.0
368;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-429168603.0
369;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-180379144.0
370;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-180379144.0
371;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-180345600.0
372;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-73611784.0
373;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-73611784.0
374;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-77411893.0
375;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-123848704.0
376;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-123848704.0
377;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-128989799.0
378;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-47328000.0
379;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-47328000.0
380;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;-46122740.0
381;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;851260872.0
382;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;851260872.0
383;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;WE;851134692.0
384;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-40251392.0
385;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-336996869.0
386;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;57592503.0
387;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;69324402.0
388;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;141529718.965
389;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;1172354328.0
390;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;1172354328.0
391;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;1999293000.8
392;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;1760996320.0
393;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;1760996320.0
394;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;3504167895.4
395;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-1405249334.0
396;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-1405249334.0
397;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-3377667805.0
398;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-161161408.0
399;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-161161408.0
400;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-512037818.0
401;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-159033352.0
402;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-159033352.0
403;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-166402829.0
404;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-67897784.0
405;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-67897784.0
406;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-71994265.0
407;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-99878208.0
408;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-99878208.0
409;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-344287569.0
410;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-42528000.0
411;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-42528000.0
412;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;-40851100.0
413;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;851260872.0
414;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;851260872.0
415;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;WE;851426315.0
416;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-56608434.0
417;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-415088481.1
418;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;59556192.0
419;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;69166172.0
420;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;131992636.12799999
421;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;1276372091.0
422;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;1276372091.0
423;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;1822485891.1
424;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;1824460264.0
425;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;1824460264.0
426;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;3642872320.6
427;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-1406702098.0
428;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-1406702098.0
429;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-3429810132.0
430;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-172051056.0
431;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-172051056.0
432;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-509530822.0
433;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-102102168.0
434;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-102102168.0
435;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-101998672.0
436;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-78660784.0
437;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-78660784.0
438;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-83848343.0
439;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-71557056.0
440;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-71557056.0
441;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-181056893.0
442;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-47328000.0
443;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-47328000.0
444;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;-46187710.0
445;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;851260872.0
446;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;851260872.0
447;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-14T06:00:00+01:00;2021-01-15T06:00:00+01:00;WE;851175843.0
448;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-53593785.0
449;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-423569321.3
450;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;59327865.0
451;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;69982032.0
452;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;132690420.29100001
453;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;1353700460.0
454;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;1356361810.0
455;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;1858598456.8
456;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;1739959891.0
457;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;1739959891.0
458;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;3283658255.4
459;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-1400884746.0
460;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-1400884746.0
461;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-3466528740.0
462;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-171909984.0
463;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-171909984.0
464;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-373688672.0
465;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-132979680.0
466;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-132979680.0
467;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-131257812.0
468;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-73823784.0
469;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-73823784.0
470;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-78143074.0
471;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-75293008.0
472;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-75293008.0
473;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-81021193.0
474;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-47328000.0
475;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-47328000.0
476;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;-46211250.0
477;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;851260872.0
478;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;851260872.0
479;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-15T06:00:00+01:00;2021-01-16T06:00:00+01:00;WE;851179968.0
480;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-38489152.0
481;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-363981143.6
482;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;59734955.0
483;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;66236640.0
484;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;129045411.62200001
485;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;1188236644.0
486;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;1188236644.0
487;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;1610868373.577
488;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;1763508084.0
489;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;1763508084.0
490;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;3350992433.2
491;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-1395371690.0
