;adjacent_bz_key;adjacent_systems_label;bz_key;country_key;direction_key;indicator;period_from;period_to;region_key;value
163;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;69843236.0
164;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;131881156.918
165;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;1106781912.0
166;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;1106781912.0
167;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;1648884334.89
168;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;1840309385.0
169;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;1840309385.0
170;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;3833989336.8
171;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-1361111532.0
172;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-1361111532.0
173;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-3078553566.0
174;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-168380632.0
175;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-168380632.0
176;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-618229972.0
177;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-97219744.0
178;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-97219744.0
179;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-97689891.0
180;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-93644784.0
181;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-93644784.0
182;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-99669097.0
183;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-224094033.0
184;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-224094033.0
185;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-352520679.0
186;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-3912000.0
187;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-3912000.0
188;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;-4098147.0
189;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;857326464.0
190;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;857326464.0
191;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-06T06:00:00+01:00;2021-01-07T06:00:00+01:00;WE;857363821.0
192;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-46239934.0
193;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-386231408.9
194;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;60007715.0
195;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;69140327.0
196;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;132411376.96599999
197;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;1186308285.0
198;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;1186308285.0
199;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;1845310034.5
200;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;1783016339.0
201;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;1783016339.0
202;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;3702065736.1
203;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-1384027649.0
204;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-1384027649.0
205;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-3179435504.0
206;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-166407312.0
207;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-166407312.0
208;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-532747924.22
209;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-88226144.0
210;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-88226144.0
211;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-88213620.0
212;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-85156784.0
213;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-85156784.0
214;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-90783516.0
215;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-205197049.0
216;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-205197049.0
217;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-315763069.0
218;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-25968000.0
219;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-25968000.0
220;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;-26088205.0
221;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;855046368.0
222;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;855046368.0
223;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;WE;848989378.0
224;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-53999909.0
225;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-395215797.0
226;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;60201596.0
227;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;67065345.0
228;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;130770883.853
229;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;1138363672.0
230;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;1138363672.0
231;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;1778547466.9
232;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;1765068743.0
233;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;1765068743.0
234;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;3658692245.4
235;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-1405125628.0
236;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-1405125628.0
237;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-3316963978.0
238;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-166407336.0
239;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-166407336.0
240;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-548832160.0
241;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-83094144.0
242;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-83094144.0
243;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-88004151.0
244;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-70304784.0
245;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-70304784.0
246;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-75491853.0
247;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-152519736.0
248;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-152519736.0
249;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-226244746.0
250;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-25968000.0
251;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-25968000.0
252;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;-25796792.0
253;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;855076896.0
254;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;855076896.0
255;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;WE;861560056.0
256;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-41526859.0
257;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-348638123.2
258;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;58690660.0
259;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;65536398.0
260;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;127855066.262
261;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;1086104424.0
262;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;1086104424.0
263;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;1671456430.7
264;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;1807298020.0
265;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;1807298020.0
266;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;3625673933.1
267;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-1403371510.0
268;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-1403371510.0
269;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-3267436829.0
270;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-166407576.0
271;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-166407576.0
272;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-503397674.0
273;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-88518144.0
274;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-88518144.0
275;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-88412755.0
276;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-64412784.0
277;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-64412784.0
278;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-69605522.0
279;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-179952886.0
280;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-179952886.0
281;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-296884898.0
282;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-25968000.0
283;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-25968000.0
284;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;-26409650.0
285;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;855214728.0
286;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;855214728.0
287;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;WE;855144780.0
288;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-36446985.0
289;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-329663918.7
290;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;59214015.0
291;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;65535396.0
292;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;128048573.874
293;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;1014898859.0
294;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;1014865511.0
295;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;1614091435.5
296;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;1751094730.0
297;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;1751094730.0
298;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;3581972885.3
299;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-1402193967.0
300;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-1402193967.0
301;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-3354365206.0
302;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-166407456.0
303;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-166407456.0
304;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-562925197.0
305;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-92315144.0
306;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-92315144.0
307;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-92572242.0
308;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-64412784.0
309;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-64412784.0
310;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-69578569.0
311;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-146403585.0
312;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-146403585.0
313;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-225438222.0
314;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-25968000.0
315;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-25968000.0
316;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;-26418080.0
317;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;851260872.0
318;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;851260872.0
319;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;WE;851245399.0
320;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-37547317.0
321;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;-342825244.1
322;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;57620783.0
323;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;64728317.0
324;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;128348500.248
325;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;1076662142.0
326;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;1076662142.0
327;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;WE;1770576875.1
