;period_from;period_to;point_type;cross_border_point_type;eu_relationship;region_key;adjacent_region_key;indicator;direction_key;value
6560;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;10991793544.0
6561;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6562;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;9875168560.4
6563;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6564;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;5237626476.0
6565;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;15154170696.0
6566;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6567;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;542433792.0
6568;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;5418173249.52
6569;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;988654605.1999999
6570;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;36069796.0
6571;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;297615092.0
6572;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;617509774.324
6573;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;289151421.1040001
6574;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6575;2021-10-29T06:00:00+02:00;2021-10-30T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6576;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;379475396.43
6577;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;136937477.632
6578;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6579;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;985436253.0
6580;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5891777604.0
6581;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6582;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4988451450.86
6583;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6584;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;1905457628.0
6585;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7887124932.0
6586;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6587;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;184879992.0
6588;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2425545957.44
6589;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;256621005.6
6590;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;19950.0
6591;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;297538240.0
6592;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;535991070.0
6593;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;467171149.4480001
6594;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6595;2021-10-30T06:00:00+02:00;2021-10-31T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6596;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;341217153.40999997
6597;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;128046630.075
6598;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6599;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;672825900.22
6600;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5480003614.0
6601;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6602;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4815246314.0
6603;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6604;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;1949338072.0
6605;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7801381949.0
6606;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6607;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;173120908.0
6608;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2718242118.9399996
6609;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;282806239.8
6610;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
6611;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;292578744.0
6612;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;436726054.0
6613;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;560986214.46
6614;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6615;2021-10-31T06:00:00+01:00;2021-11-01T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6616;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;391680319.98
6617;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;126628015.989
6618;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6619;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;525178350.45
6620;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5382738222.0
6621;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6622;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5339860626.400001
6623;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6624;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;1923493272.0
6625;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7282582420.0
6626;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6627;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;221757100.0
6628;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2868720601.3199997
6629;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;619400293.8
6630;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;36677166.0
6631;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;16433496.0
6632;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;358826136.7119999
6633;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;710153477.056
6634;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6635;2021-11-01T06:00:00+01:00;2021-11-02T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6636;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;530351481.3
6637;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;124405369.148
6638;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6639;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;872921154.9
6640;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5411215984.0
6641;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6642;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5468072159.0
6643;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6644;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;1990918584.0
6645;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6448061941.0
6646;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6647;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;248588052.0
6648;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2298239616.96
6649;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1316785961.2
6650;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;134621714.0
6651;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;22580834.0
6652;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;2048306272.8460004
6653;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;62953112.114
6654;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6655;2021-11-02T06:00:00+01:00;2021-11-03T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6656;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;558832237.2
6657;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;132820104.25
6658;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6659;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;645587553.04
6660;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5584122184.0
6661;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6662;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5234353597.5
6663;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6664;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;2394546396.0
6665;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6268189791.0
6666;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6667;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;263257376.0
6668;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2533523877.7959995
6669;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1077684617.0
6670;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;167131678.0
6671;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;23843328.0
6672;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;2962949821.712
6673;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;38712615.824
6674;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6675;2021-11-03T06:00:00+01:00;2021-11-04T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6676;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;501926571.46999997
6677;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;153580375.76999998
6678;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6679;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;603577877.61
6680;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5656317286.0
6681;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6682;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5492612852.400001
6683;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6684;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;2843664738.0
6685;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6458587462.0
6686;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6687;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;363689104.0
6688;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2403929918.4399996
6689;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1476027566.2
6690;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;166375510.0
6691;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;24914434.0
6692;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;2779694631.7759995
6693;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;71791669.136
6694;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;0.0
6695;2021-11-04T06:00:00+01:00;2021-11-05T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
6696;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;930996121.12
6697;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;312523514.90999997
6698;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
6699;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;1261250469.48
6700;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;10941901204.0
6701;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
6702;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;11284138189.599998
6703;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
6704;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;5684738628.0
6705;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;15256996970.0
6706;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
6707;2021-11-05T06:00:00+01:00;2021-11-06T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;587938680.0
