;period_from;period_to;point_type;cross_border_point_type;eu_relationship;region_key;adjacent_region_key;indicator;direction_key;value
1469;2021-03-08T06:00:00+01:00;2021-03-09T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1470;2021-03-08T06:00:00+01:00;2021-03-09T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1347510305.38
1471;2021-03-08T06:00:00+01:00;2021-03-09T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;2310735.16
1472;2021-03-08T06:00:00+01:00;2021-03-09T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1453360937.54
1473;2021-03-08T06:00:00+01:00;2021-03-09T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1422339661.612
1474;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;634574690.1
1475;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;122610171.708
1476;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1477;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;898413010.4
1478;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5896538448.0
1479;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1480;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5294027158.400001
1481;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1482;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;5095973720.0
1483;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6725108966.0
1484;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1485;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;121396956.0
1486;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;4357188465.220001
1487;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;2028908178.0
1488;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;86901358.0
1489;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;27202988.0
1490;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1090199248.0
1491;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1492;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1160802427.0
1493;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;12912052.464000002
1494;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1523773417.6599998
1495;2021-03-09T06:00:00+01:00;2021-03-10T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1486438700.7600002
1496;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;505518048.6
1497;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127018495.714
1498;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1499;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;852159010.9
1500;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5909727084.0
1501;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1502;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5062655800.8
1503;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1504;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;5015737618.0
1505;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7599312326.0
1506;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1507;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;170966482.0
1508;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;4054651878.5799994
1509;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1740556988.6
1510;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;23976712.0
1511;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;24555806.0
1512;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;983915472.0
1513;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1514;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1299069929.6399996
1515;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;33328714.928000018
1516;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1619670961.62
1517;2021-03-10T06:00:00+01:00;2021-03-11T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1589315943.52
1518;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;429914648.54
1519;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127017083.088
1520;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1521;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;738312820.9300001
1522;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5912852114.0
1523;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1524;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5208224171.2
1525;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1526;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4593808950.0
1527;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;8129962223.0
1528;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1529;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;165689354.0
1530;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3219553924.5400004
1531;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;2013811276.8000002
1532;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;25666454.0
1533;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;32550108.0
1534;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;731234776.0
1535;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1536;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1181240005.8400002
1537;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;567315597.1119999
1538;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1215993354.3600001
1539;2021-03-11T06:00:00+01:00;2021-03-12T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1186754737.7199998
1540;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;858166450.3599999
1541;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;256570984.042
1542;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1543;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;753330632.44
1544;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;8608305692.0
1545;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1546;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;10248857851.600002
1547;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1548;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;9056695732.0
1549;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;14310465314.0
1550;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1551;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;272021516.0
1552;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;6802420833.719997
1553;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;4453637308.0
1554;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
1555;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;315898004.0
1556;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1717357688.0
1557;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1558;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1586275588.0
1559;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;544207832.6560004
1560;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1717428597.4799995
1561;2021-03-12T06:00:00+01:00;2021-03-13T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;2782908606.64
1562;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;400658257.33
1563;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;125983554.761
1564;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;215613589.62
1565;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;3496222544.0
1566;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5481974240.65
1567;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1568;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4839452648.0
1569;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6615050341.0
1570;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1571;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;174361270.0
1572;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3465680032.9999995
1573;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;2256096976.0
1574;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;25696846.0
1575;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;17330618.0
1576;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;947909348.0
1577;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1578;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;551128877.0
1579;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1000882355.6800003
1580;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1234264108.58
1581;2021-03-13T06:00:00+01:00;2021-03-14T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1223603022.56
1582;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;412499256.55
1583;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;125361830.062
1584;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;256481456.13
1585;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;3514344466.0
1586;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5453122334.0
1587;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1588;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4772931186.0
1589;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6612269401.0
1590;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1591;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;172237844.0
1592;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3624387295.1799994
1593;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;2103584238.6
1594;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;66049264.0
1595;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;21818280.0
1596;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1001853830.0
1597;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1598;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;643842741.0
1599;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;437225601.89200014
1600;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1379893367.6999998
1601;2021-03-14T06:00:00+01:00;2021-03-15T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1369243646.512
1602;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;450170570.70000005
1603;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127069704.008
1604;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;368638157.70000005
1605;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;3509114096.0
1606;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5646187376.0
1607;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1608;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4773391310.0
1609;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6672444513.0
1610;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1611;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;132967536.0
1612;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3813275792.020001
1613;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1760371220.1999998
1614;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;90067026.0
1615;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;28877576.0
1616;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;994652668.0
1617;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1618;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;851166037.1919999
