;capacity_booking_status;capacity_type;connection;connection_remarks;country_code;data_set;direction;direction_key;display_order;exchange_rate_reference_date;flow_status;from_b_z;general_remarks;id;id_point_type;indicator;interruption_type;is_archived;is_unlimited;item_remarks;last_update_date_time;operator;operator_currency;operator_key;operator_label;operator_point_direction;period_from;period_to;period_type;point_key;point_label;point_type;product_simulation_cost_in_e_u_r_o;product_simulation_cost_in_local_currency;product_simulation_cost_remarks;product_type;remarks;restoration_information;tariff_capacity_remarks;tariff_capacity_type;tariff_capacity_unit;tariff_period_remarks;to_b_z;tso_eic_code;tso_item_identifier;unit;value
0;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;1;N/A;;TRF;;321Z000000000011DFirmYearlyBE-TSO-0001ITP-00115entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;N/A;N/A;only physical exit flow;Yearly;;;;Firm;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000011D;;
1;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;1;N/A;;Netherlands;;321Z0000000001062FirmYearlyBE-TSO-0001ITP-00088entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000001062;;
2;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;1;N/A;;PEG North;;321Z000000000012BFirmYearlyBE-TSO-0001ITP-00114entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000012B;;
3;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;1;N/A;;Netherlands;;321Z000000000019YFirmYearlyBE-TSO-0001ITP-00101entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
4;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;1;N/A;;PEG North;;321Z000000000359AFirmYearlyBE-TSO-0001LNG-00005entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000359A;;
5;;;  -> Fluxys Belgium;;BE;3;;entry;1;N/A;;BeLux;;321Z0000000000090FirmYearlyBE-TSO-0001VTP-00029entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;30500;30500;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
6;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;1;N/A;;PEG North;;321Z000000000010FFirmYearlyBE-TSO-0001ITP-00147entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000010F;;
7;;; Thyssengas -> Fluxys Belgium, Open Grid Europe -> Fluxys Belgium, Fluxys TENP -> Fluxys Belgium;;BE;3;;entry;1;N/A;;NCG;;321Z0000000000163FirmYearlyBE-TSO-0001ITP-00159entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000163;;
8;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;1;N/A;;BeLux;;321Z000000000010FFirmYearlyBE-TSO-0001ITP-00147exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;71839.99;71839.99;;Yearly;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000010F;;
9;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;1;N/A;;BeLux;;321Z000000000019YFirmYearlyBE-TSO-0001ITP-00101exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;84214.99;84214.99;;Yearly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
10;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;1;N/A;;BeLux;;321Z000000000169FFirmYearlyBE-TSO-0001ITP-00258exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;N/A;N/A;only physical entry flow;Yearly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000169F;;
11;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;1;N/A;;BeLux;;321Z000000000359AFirmYearlyBE-TSO-0001LNG-00005exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;N/A;N/A;only physical entry flow;Yearly;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000359A;;
12;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;1;N/A;;BeLux;;321Z000000000012BFirmYearlyBE-TSO-0001ITP-00114exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;71839.99;71839.99;;Yearly;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000012B;;
13;;; Fluxys Belgium -> GTS;;BE;3;;exit;1;N/A;;L-Zone;;321Z000000000243TFirmYearlyBE-TSO-0001ITP-00038exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;N/A;N/A;only physical entry flow;Yearly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000243T;;
14;;; Fluxys Belgium -> Thyssengas, Fluxys Belgium -> Open Grid Europe, Fluxys Belgium -> Fluxys TENP;;BE;3;;exit;1;N/A;;BeLux;;321Z0000000000163FirmYearlyBE-TSO-0001ITP-00159exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;126006.66;126006.66;;Yearly;;;;Firm;kWh/h;;NCG;21X-BE-A-A0A0A-Y;21Z0000000000163;;
15;;; Fluxys Belgium -> GASCADE Gastransport;;BE;3;;exit;1;N/A;;BeLux;;321Z0000000000155FirmYearlyBE-TSO-0001ITP-00112exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;126006.66;126006.66;;Yearly;;;;Firm;kWh/h;;GASPOOL;21X-BE-A-A0A0A-Y;21Z0000000000155;;
16;;; Fluxys Belgium -> ;;BE;3;;exit;1;N/A;;BeLux;;321Z0000000000090FirmYearlyBE-TSO-0001VTP-00029exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;121083.33;121083.33;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
17;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;1;N/A;;L-Zone;;321Z000000000011DFirmYearlyBE-TSO-0001ITP-00115exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;73214.99;73214.99;;Yearly;;;;Firm;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z000000000011D;;
18;;; Fluxys Belgium -> Interconnector;;BE;3;;exit;1;N/A;;BeLux;;321Z0000000000074FirmYearlyBE-TSO-0001ITP-00061exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;126006.66;126006.66;;Yearly;;;;Firm;kWh/h;;IUK;21X-BE-A-A0A0A-Y;21Z0000000000074;;
19;;; GTS -> Fluxys Belgium;;BE;3;;entry;1;N/A;;Netherlands;;321Z000000000243TFirmYearlyBE-TSO-0001ITP-00038entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;40131.66;40131.66;;Yearly;;;;Firm;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000243T;;
20;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;1;N/A;;Netherlands;;321Z000000000169FFirmYearlyBE-TSO-0001ITP-00258entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000169F;;
21;;; Interconnector -> Fluxys Belgium;;BE;3;;entry;1;N/A;;IUK;;321Z0000000000074FirmYearlyBE-TSO-0001ITP-00061entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000074;;
22;;; GASCADE Gastransport -> Fluxys Belgium;;BE;3;;entry;1;N/A;;GASPOOL;;321Z0000000000155FirmYearlyBE-TSO-0001ITP-00112entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000155;;
23;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;1;N/A;;BeLux;;321Z0000000001062FirmYearlyBE-TSO-0001ITP-00088exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;N/A;N/A;only plysical entry flow;Yearly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z0000000001062;;
24;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;1;N/A;;BeLux;;321Z0000000004847FirmYearlyBE-TSO-0001ITP-00526exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;71839.99;71839.99;;Yearly;;;;Firm;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z0000000004847;;
25;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;1;N/A;;TRF;;321Z0000000004847FirmYearlyBE-TSO-0001ITP-00526entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;35423.32;35423.32;;Yearly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000004847;;
26;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;2;N/A;;Netherlands;;321Z000000000169FFirmQuarterlyBE-TSO-0001ITP-00258entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000169F;;
27;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;2;N/A;;TRF;;321Z000000000011DFirmQuarterlyBE-TSO-0001ITP-00115entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;N/A;N/A;only physical exit flow;Quarterly;;;;Firm;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000011D;;
28;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;2;N/A;;Netherlands;;321Z0000000001062FirmQuarterlyBE-TSO-0001ITP-00088entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000001062;;
29;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;2;N/A;;PEG North;;321Z000000000012BFirmQuarterlyBE-TSO-0001ITP-00114entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000012B;;
30;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;2;N/A;;Netherlands;;321Z000000000019YFirmQuarterlyBE-TSO-0001ITP-00101entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
31;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;2;N/A;;PEG North;;321Z000000000359AFirmQuarterlyBE-TSO-0001LNG-00005entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000359A;;
32;;;  -> Fluxys Belgium;;BE;3;;entry;2;N/A;;BeLux;;321Z0000000000090FirmQuarterlyBE-TSO-0001VTP-00029entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;48407.26;48407.26;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
33;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;2;N/A;;PEG North;;321Z000000000010FFirmQuarterlyBE-TSO-0001ITP-00147entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000010F;;
34;;; Thyssengas -> Fluxys Belgium, Open Grid Europe -> Fluxys Belgium, Fluxys TENP -> Fluxys Belgium;;BE;3;;entry;2;N/A;;NCG;;321Z0000000000163FirmQuarterlyBE-TSO-0001ITP-00159entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;53330.58;53330.58;;Quarterly;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000163;;
35;;; Fluxys Belgium -> Thyssengas, Fluxys Belgium -> Open Grid Europe, Fluxys Belgium -> Fluxys TENP;;BE;3;;exit;2;N/A;;BeLux;;321Z0000000000163FirmQuarterlyBE-TSO-0001ITP-00159exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;126006.66;126006.66;;Quarterly;;;;Firm;kWh/h;;NCG;21X-BE-A-A0A0A-Y;21Z0000000000163;;
36;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;2;N/A;;BeLux;;321Z000000000019YFirmQuarterlyBE-TSO-0001ITP-00101exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;84214.99;84214.99;;Quarterly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
37;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;2;N/A;;BeLux;;321Z000000000169FFirmQuarterlyBE-TSO-0001ITP-00258exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;N/A;N/A;only physical entry flow;Quarterly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000169F;;
38;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;2;N/A;;BeLux;;321Z000000000359AFirmQuarterlyBE-TSO-0001LNG-00005exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;N/A;N/A;only physical entry flow;Quarterly;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000359A;;
39;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;2;N/A;;BeLux;;321Z000000000012BFirmQuarterlyBE-TSO-0001ITP-00114exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;71839.99;71839.99;;Quarterly;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000012B;;
40;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;2;N/A;;BeLux;;321Z000000000010FFirmQuarterlyBE-TSO-0001ITP-00147exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;71839.99;71839.99;;Quarterly;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000010F;;
41;;; Fluxys Belgium -> GTS;;BE;3;;exit;2;N/A;;L-Zone;;321Z000000000243TFirmQuarterlyBE-TSO-0001ITP-00038exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;N/A;N/A;only physical entry flow;Quarterly;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000243T;;
