;capacity_booking_status;capacity_type;connection;connection_remarks;country_code;data_set;direction;direction_key;display_order;exchange_rate_reference_date;flow_status;from_b_z;general_remarks;id;id_point_type;indicator;interruption_type;is_archived;is_unlimited;item_remarks;last_update_date_time;operator;operator_currency;operator_key;operator_label;operator_point_direction;period_from;period_to;period_type;point_key;point_label;point_type;product_simulation_cost_in_e_u_r_o;product_simulation_cost_in_local_currency;product_simulation_cost_remarks;product_type;remarks;restoration_information;tariff_capacity_remarks;tariff_capacity_type;tariff_capacity_unit;tariff_period_remarks;to_b_z;tso_eic_code;tso_item_identifier;unit;value
85;;; Interconnector -> Fluxys Belgium;;BE;3;;entry;4;N/A;;IUK;;321Z0000000000074FirmDailyBE-TSO-0001ITP-00061entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;53330.58;53330.58;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000074;;
86;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;4;N/A;;PEG North;;321Z000000000012BFirmDailyBE-TSO-0001ITP-00114entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;53330.58;53330.58;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000012B;;
87;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;4;N/A;;Netherlands;;321Z0000000001062FirmDailyBE-TSO-0001ITP-00088entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;53330.58;53330.58;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000001062;;
88;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;4;N/A;;Netherlands;;321Z000000000169FFirmDailyBE-TSO-0001ITP-00258entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;53330.58;53330.58;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000169F;;
89;;; Fluxys Belgium -> ;;BE;3;;exit;4;N/A;;BeLux;;321Z0000000000090FirmDailyBE-TSO-0001VTP-00029exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;121083.33;121083.33;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
90;;; Fluxys Belgium -> GASCADE Gastransport;;BE;3;;exit;4;N/A;;BeLux;;321Z0000000000155FirmDailyBE-TSO-0001ITP-00112exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;197097.5;197097.5;;Daily;;;;Firm;kWh/h;;GASPOOL;21X-BE-A-A0A0A-Y;21Z0000000000155;;
91;;; Fluxys Belgium -> Thyssengas, Fluxys Belgium -> Open Grid Europe, Fluxys Belgium -> Fluxys TENP;;BE;3;;exit;4;N/A;;BeLux;;321Z0000000000163FirmDailyBE-TSO-0001ITP-00159exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;197097.5;197097.5;;Daily;;;;Firm;kWh/h;;NCG;21X-BE-A-A0A0A-Y;21Z0000000000163;;
92;;; Fluxys Belgium -> GTS;;BE;3;;exit;4;N/A;;L-Zone;;321Z000000000243TFirmDailyBE-TSO-0001ITP-00038exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;N/A;N/A;only physical entry flow;Daily;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000243T;;
93;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;4;N/A;;BeLux;;321Z000000000010FFirmDailyBE-TSO-0001ITP-00147exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;71839.99;71839.99;;Daily;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000010F;;
94;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;4;N/A;;BeLux;;321Z000000000012BFirmDailyBE-TSO-0001ITP-00114exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;71839.99;71839.99;;Daily;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000012B;;
95;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;4;N/A;;BeLux;;321Z000000000019YFirmDailyBE-TSO-0001ITP-00101exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;84214.99;84214.99;;Daily;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
96;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;4;N/A;;BeLux;;321Z000000000169FFirmDailyBE-TSO-0001ITP-00258exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;N/A;N/A;only physical entry flow;Daily;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000169F;;
97;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;4;N/A;;BeLux;;321Z000000000359AFirmDailyBE-TSO-0001LNG-00005exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;N/A;N/A;only physical entry flow;Daily;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000359A;;
98;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;4;N/A;;L-Zone;;321Z000000000011DFirmDailyBE-TSO-0001ITP-00115exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;73214.99;73214.99;;Daily;;;;Firm;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z000000000011D;;
99;;; Fluxys Belgium -> Interconnector;;BE;3;;exit;4;N/A;;BeLux;;321Z0000000000074FirmDailyBE-TSO-0001ITP-00061exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;126066.656;126066.656;;Daily;;;;Firm;kWh/h;;IUK;21X-BE-A-A0A0A-Y;21Z0000000000074;;
100;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;4;N/A;;Netherlands;;321Z000000000019YFirmDailyBE-TSO-0001ITP-00101entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;53330.58;53330.58;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
101;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;4;N/A;;BeLux;;321Z0000000001062FirmDailyBE-TSO-0001ITP-00088exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;N/A;N/A;only plysical entry flow;Daily;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z0000000001062;;
102;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;4;N/A;;TRF;;321Z0000000004847FirmDailyBE-TSO-0001ITP-00526entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;53330.58;53330.58;;Daily;;;;Firm;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000004847;;
103;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;4;N/A;;BeLux;;321Z0000000004847FirmDailyBE-TSO-0001ITP-00526exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;71839.99;71839.99;;Daily;;;;Firm;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z0000000004847;;
104;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;5;N/A;;TRF;;321Z000000000011DFirmWithinDayBE-TSO-0001ITP-00115entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;N/A;N/A;only physical exit flow;WithinDay;;;;Firm;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000011D;;
105;;; Fluxys Belgium -> GTS;;BE;3;;exit;5;N/A;;L-Zone;;321Z000000000243TFirmWithinDayBE-TSO-0001ITP-00038exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;N/A;N/A;only physical entry flow;WithinDay;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000243T;;
106;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;5;N/A;;BeLux;;321Z000000000169FFirmWithinDayBE-TSO-0001ITP-00258exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;N/A;N/A;only physical entry flow;WithinDay;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000169F;;
107;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;5;N/A;;BeLux;;321Z000000000359AFirmWithinDayBE-TSO-0001LNG-00005exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;N/A;N/A;only physical entry flow;WithinDay;;;;Firm;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000359A;;
108;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;5;N/A;;BeLux;;321Z0000000001062FirmWithinDayBE-TSO-0001ITP-00088exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;N/A;N/A;only plysical entry flow;WithinDay;;;;Firm;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z0000000001062;;
109;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;6;N/A;;PEG North;;321Z000000000012BInterruptibleYearlyBE-TSO-0001ITP-00114entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000012B;;
110;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;6;N/A;;Netherlands;;321Z0000000001062InterruptibleYearlyBE-TSO-0001ITP-00088entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000001062;;
111;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;6;N/A;;TRF;;321Z000000000011DInterruptibleYearlyBE-TSO-0001ITP-00115entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;33089.99;33089.99;;Yearly;;;;Interruptible;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000011D;;
112;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;6;N/A;;Netherlands;;321Z000000000019YInterruptibleYearlyBE-TSO-0001ITP-00101entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
113;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;6;N/A;;Netherlands;;321Z000000000169FInterruptibleYearlyBE-TSO-0001ITP-00258entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000169F;;
114;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;6;N/A;;PEG North;;321Z000000000010FInterruptibleYearlyBE-TSO-0001ITP-00147entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000010F;;
115;;; Thyssengas -> Fluxys Belgium, Open Grid Europe -> Fluxys Belgium, Fluxys TENP -> Fluxys Belgium;;BE;3;;entry;6;N/A;;NCG;;321Z0000000000163InterruptibleYearlyBE-TSO-0001ITP-00159entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000163;;
116;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;6;N/A;;PEG North;;321Z000000000359AInterruptibleYearlyBE-TSO-0001LNG-00005entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000359A;;
117;;;  -> Fluxys Belgium;;BE;3;;entry;6;N/A;;BeLux;;321Z0000000000090InterruptibleYearlyBE-TSO-0001VTP-00029entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;24416.67;24416.67;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
118;;; Fluxys Belgium -> GTS;;BE;3;;exit;6;N/A;;L-Zone;;321Z000000000243TInterruptibleYearlyBE-TSO-0001ITP-00038exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;59548.32;59548.32;;Yearly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000243T;;
119;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;6;N/A;;BeLux;;321Z000000000019YInterruptibleYearlyBE-TSO-0001ITP-00101exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;68381.66;68381.66;;Yearly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
120;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;6;N/A;;BeLux;;321Z000000000169FInterruptibleYearlyBE-TSO-0001ITP-00258exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;68381.66;68381.66;;Yearly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000169F;;
121;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;6;N/A;;BeLux;;321Z000000000359AInterruptibleYearlyBE-TSO-0001LNG-00005exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;58464.99;58464.99;;Yearly;;;;Interruptible;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000359A;;
122;;; Fluxys Belgium -> Thyssengas, Fluxys Belgium -> Open Grid Europe, Fluxys Belgium -> Fluxys TENP;;BE;3;;exit;6;N/A;;BeLux;;321Z0000000000163InterruptibleYearlyBE-TSO-0001ITP-00159exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;101756.66;101756.66;;Yearly;;;;Interruptible;kWh/h;;NCG;21X-BE-A-A0A0A-Y;21Z0000000000163;;
123;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;6;N/A;;BeLux;;321Z000000000012BInterruptibleYearlyBE-TSO-0001ITP-00114exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;58464.99;58464.99;;Yearly;;;;Interruptible;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000012B;;
124;;; Fluxys Belgium -> GASCADE Gastransport;;BE;3;;exit;6;N/A;;BeLux;;321Z0000000000155InterruptibleYearlyBE-TSO-0001ITP-00112exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;101756.66;101756.66;;Yearly;;;;Interruptible;kWh/h;;GASPOOL;21X-BE-A-A0A0A-Y;21Z0000000000155;;
125;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;6;N/A;;BeLux;;321Z000000000010FInterruptibleYearlyBE-TSO-0001ITP-00147exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;58464.99;58464.99;;Yearly;;;;Interruptible;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000010F;;
126;;; Fluxys Belgium -> ;;BE;3;;exit;6;N/A;;BeLux;;321Z0000000000090InterruptibleYearlyBE-TSO-0001VTP-00029exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;101756.66;101756.66;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
