;period_from;period_to;region_key;country_key;adjacent_bz_key;adjacent_systems_key;adjacent_systems_label;indicator;direction_key;note;value
28;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Physical Flow;entry;;0.0
29;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Physical Flow;exit;;0.0
30;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Allocation;entry;;0.0
31;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Allocation;exit;;13148000.0
32;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Nomination/Renomination;entry;;0.0
33;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Nomination/Renomination;exit;;13148000.0
34;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Physical Flow;entry;;0.0
35;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Physical Flow;exit;;13147225.0
36;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Final Consumers;Final Consumers;Allocation;exit;;94452331.0
37;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Final Consumers;Final Consumers;Nomination/Renomination;exit;;98757595.0
38;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Final Consumers;Final Consumers;Physical Flow;exit;;94565359.0
39;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Production;Production;Allocation;entry;;1145238.0
40;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Production;Production;Nomination/Renomination;entry;;1145710.0
41;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Production;Production;Physical Flow;entry;;1145238.0
42;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Storage;Storage;Allocation;entry;;36100819.0
43;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Storage;Storage;Allocation;exit;;0.0
44;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Storage;Storage;Nomination/Renomination;entry;;36100819.0
45;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Storage;Storage;Nomination/Renomination;exit;;0.0
46;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Storage;Storage;Physical Flow;entry;;34726422.0
47;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;-----------;Storage;Storage;Physical Flow;exit;;0.0
48;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;BG-GTNTT---;TransmissionBG-GTNTT---;GTNTT-BG;Allocation;entry;;67505889.0
49;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;BG-GTNTT---;TransmissionBG-GTNTT---;GTNTT-BG;Allocation;exit;;862171.0
50;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;BG-GTNTT---;TransmissionBG-GTNTT---;GTNTT-BG;Nomination/Renomination;entry;;67505889.0
51;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;BG-GTNTT---;TransmissionBG-GTNTT---;GTNTT-BG;Nomination/Renomination;exit;;862171.0
52;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;BG-GTNTT---;TransmissionBG-GTNTT---;GTNTT-BG;Physical Flow;entry;;42936620.0
53;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;BG-GTNTT---;TransmissionBG-GTNTT---;GTNTT-BG;Physical Flow;exit;;0.0
54;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;GR---------;TransmissionGR---------;Greece;Allocation;entry;;7000000.0
55;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;GR---------;TransmissionGR---------;Greece;Allocation;exit;;101168936.0
56;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;GR---------;TransmissionGR---------;Greece;Nomination/Renomination;entry;;7000000.0
57;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;GR---------;TransmissionGR---------;Greece;Nomination/Renomination;exit;;101168936.0
58;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;GR---------;TransmissionGR---------;Greece;Physical Flow;entry;;0.0
59;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;GR---------;TransmissionGR---------;Greece;Physical Flow;exit;;94326174.0
60;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Allocation;entry;;628000.0
61;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Allocation;exit;;240000.0
62;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Nomination/Renomination;entry;;628000.0
63;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Nomination/Renomination;exit;;240000.0
64;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Physical Flow;entry;;0.0
65;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO---------;TransmissionRO---------;RO_NTS;Physical Flow;exit;;0.0
66;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Allocation;entry;;0.0
67;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Allocation;exit;;13148000.0
68;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Nomination/Renomination;entry;;0.0
69;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Nomination/Renomination;exit;;13148000.0
70;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Physical Flow;entry;;0.0
71;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;BG;RO-TBP-----;TransmissionRO-TBP-----;RO_DTS;Physical Flow;exit;;13148055.0
0;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Allocation;entry;;178258042.0
1;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Allocation;exit;;11281000.0
2;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Nomination/Renomination;entry;;178258042.0
3;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Nomination/Renomination;exit;;11281000.0
4;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Physical Flow;entry;;172583694.0
5;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Physical Flow;exit;;0.0
6;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Allocation;entry;;1336941734.0
7;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Allocation;exit;;34800.0
8;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Nomination/Renomination;entry;;1336941734.0
9;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Nomination/Renomination;exit;;34800.0
10;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Physical Flow;entry;;750229390.0
11;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Physical Flow;exit;;0.0
12;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Allocation;entry;;0.0
13;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Allocation;exit;;889622328.0
14;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Nomination/Renomination;entry;;0.0
15;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Nomination/Renomination;exit;;889622328.0
16;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Physical Flow;entry;;0.0
17;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Physical Flow;exit;;771796223.0
18;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Allocation;entry;;0.0
19;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Allocation;exit;;26496000.0
20;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Nomination/Renomination;entry;;0.0
21;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Nomination/Renomination;exit;;26496000.0
22;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Physical Flow;entry;;0.0
23;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Physical Flow;exit;;26399825.0
24;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Allocation;entry;;81000000.0
25;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Allocation;exit;;284820469.0
26;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Nomination/Renomination;entry;;81000000.0
27;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Nomination/Renomination;exit;;284820469.0
28;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Physical Flow;entry;;0.0
29;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Physical Flow;exit;;205031673.0
30;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;|TransmissionDE-GASPOOL-;Transmission|TransmissionDE-GASPOOL-;GASPOOL,Transmission;Allocation;entry;;0.0
31;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;|TransmissionDE-GASPOOL-;Transmission|TransmissionDE-GASPOOL-;GASPOOL,Transmission;Nomination/Renomination;entry;;0.0
32;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;CE;CZ;|TransmissionDE-GASPOOL-;Transmission|TransmissionDE-GASPOOL-;GASPOOL,Transmission;Physical Flow;entry;;465894344.0
33;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Allocation;entry;;172351391.0
34;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Allocation;exit;;9281000.0
35;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Nomination/Renomination;entry;;172351391.0
36;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Nomination/Renomination;exit;;9281000.0
37;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Physical Flow;entry;;160933461.0
38;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;-----------;Storage;Storage;Physical Flow;exit;;0.0
39;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Allocation;entry;;1338035816.0
40;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Allocation;exit;;34800.0
41;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Nomination/Renomination;entry;;1338035816.0
42;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Nomination/Renomination;exit;;34800.0
43;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Physical Flow;entry;;761823713.0
44;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Physical Flow;exit;;0.0
45;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Allocation;entry;;0.0
46;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Allocation;exit;;896213411.0
47;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Nomination/Renomination;entry;;0.0
48;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Nomination/Renomination;exit;;896213411.0
49;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Physical Flow;entry;;0.0
50;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;DE-NCG-----;TransmissionDE-NCG-----;NCG;Physical Flow;exit;;770545064.0
51;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Allocation;entry;;0.0
52;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Allocation;exit;;26496000.0
53;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Nomination/Renomination;entry;;0.0
54;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Nomination/Renomination;exit;;26496000.0
55;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Physical Flow;entry;;0.0
56;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;PL---------;TransmissionPL---------;Poland H-gas;Physical Flow;exit;;26382743.0
57;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Allocation;entry;;81000000.0
58;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Allocation;exit;;282725139.0
59;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Nomination/Renomination;entry;;81000000.0
60;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Nomination/Renomination;exit;;282725139.0
61;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Physical Flow;entry;;0.0
62;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;SK---------;TransmissionSK---------;Slovakia;Physical Flow;exit;;202951305.0
63;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;|TransmissionDE-GASPOOL-;Transmission|TransmissionDE-GASPOOL-;GASPOOL,Transmission;Allocation;entry;;0.0
64;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;|TransmissionDE-GASPOOL-;Transmission|TransmissionDE-GASPOOL-;GASPOOL,Transmission;Nomination/Renomination;entry;;0.0
65;2021-01-02T06:00:00+01:00;2021-01-03T06:00:00+01:00;CE;CZ;|TransmissionDE-GASPOOL-;Transmission|TransmissionDE-GASPOOL-;GASPOOL,Transmission;Physical Flow;entry;;460973469.0
0;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Final Consumers;Final Consumers;Allocation;exit;;158766972.3
1;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Final Consumers;Final Consumers;Physical Flow;exit;;467960819.3
2;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Production;Production;Allocation;entry;;60393108.0
3;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Production;Production;Nomination/Renomination;entry;;67938936.0
4;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Production;Production;Physical Flow;entry;;131604861.926
5;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Storage;Storage;Allocation;entry;;1236651288.0
6;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Storage;Storage;Allocation;exit;;139789684.0
7;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Storage;Storage;Nomination/Renomination;entry;;1359680668.0
8;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Storage;Storage;Nomination/Renomination;exit;;139716454.0
9;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Storage;Storage;Physical Flow;entry;;1493759871.01
10;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Storage;Storage;Physical Flow;exit;;76914997.936
11;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Transmission;Russia;Allocation;entry;Nord Stream 2;400898592.0
12;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Transmission;Russia;Nomination/Renomination;entry;Nord Stream 2;400898592.0
13;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;-----------;Transmission;Russia;Physical Flow;entry;Nord Stream 2;0.0
14;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;AT---------;TransmissionAT---------;Austria;Allocation;entry;;163062504.0
15;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;AT---------;TransmissionAT---------;Austria;Allocation;exit;;12568539.0
16;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;AT---------;TransmissionAT---------;Austria;Nomination/Renomination;entry;;165222504.0
17;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;AT---------;TransmissionAT---------;Austria;Nomination/Renomination;exit;;31482375.0
18;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;AT---------;TransmissionAT---------;Austria;Physical Flow;entry;;306231448.0
19;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;AT---------;TransmissionAT---------;Austria;Physical Flow;exit;;43978804.0
20;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;BE-LUX------;TransmissionBE-LUX------;BeLux;Allocation;entry;;1601560.0
21;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;BE-LUX------;TransmissionBE-LUX------;BeLux;Allocation;exit;;154568028.0
22;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;BE-LUX------;TransmissionBE-LUX------;BeLux;Nomination/Renomination;entry;;1601560.0
23;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;BE-LUX------;TransmissionBE-LUX------;BeLux;Nomination/Renomination;exit;;154568028.0
24;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;BE-LUX------;TransmissionBE-LUX------;BeLux;Physical Flow;entry;;0.0
25;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;BE-LUX------;TransmissionBE-LUX------;BeLux;Physical Flow;exit;;145132591.8
26;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CH---------;TransmissionCH---------;Switzerland;Allocation;entry;;17760000.0
27;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CH---------;TransmissionCH---------;Switzerland;Allocation;exit;;127328268.0
28;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CH---------;TransmissionCH---------;Switzerland;Nomination/Renomination;entry;;17760000.0
29;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CH---------;TransmissionCH---------;Switzerland;Nomination/Renomination;exit;;127328268.0
30;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CH---------;TransmissionCH---------;Switzerland;Physical Flow;entry;;0.0
31;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CH---------;TransmissionCH---------;Switzerland;Physical Flow;exit;;240028174.0
32;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CZ---------;TransmissionCZ---------;Czech;Allocation;entry;;889657128.0
33;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CZ---------;TransmissionCZ---------;Czech;Allocation;exit;;1251898307.0
34;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CZ---------;TransmissionCZ---------;Czech;Nomination/Renomination;entry;;889657128.0
35;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CZ---------;TransmissionCZ---------;Czech;Nomination/Renomination;exit;;1251898307.0
36;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CZ---------;TransmissionCZ---------;Czech;Physical Flow;entry;;1543592446.0
37;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;CZ---------;TransmissionCZ---------;Czech;Physical Flow;exit;;2990918733.0
38;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Allocation;entry;;166409232.0
39;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Allocation;exit;;1608.0
40;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Nomination/Renomination;entry;;166409232.0
41;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Nomination/Renomination;exit;;1608.0
42;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Physical Flow;entry;;596698200.7
43;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-GASPOOL-;TransmissionDE-GASPOOL-;GASPOOL;Physical Flow;exit;;823041.088
44;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-NCG-----;TransmissionDE-NCG-----;NCG;Allocation;entry;;1608.0
45;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-NCG-----;TransmissionDE-NCG-----;NCG;Allocation;exit;;166409232.0
46;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-NCG-----;TransmissionDE-NCG-----;NCG;Nomination/Renomination;entry;;1608.0
47;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-NCG-----;TransmissionDE-NCG-----;NCG;Nomination/Renomination;exit;;166409232.0
48;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-NCG-----;TransmissionDE-NCG-----;NCG;Physical Flow;entry;;153554215.0
49;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DE-NCG-----;TransmissionDE-NCG-----;NCG;Physical Flow;exit;;650649962.0
50;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DK-SE-------;TransmissionDK-SE-------;Joint Bal Zone DK/SE;Allocation;entry;;19094880.0
51;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DK-SE-------;TransmissionDK-SE-------;Joint Bal Zone DK/SE;Allocation;exit;;86719784.0
52;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DK-SE-------;TransmissionDK-SE-------;Joint Bal Zone DK/SE;Nomination/Renomination;entry;;19094880.0
53;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DK-SE-------;TransmissionDK-SE-------;Joint Bal Zone DK/SE;Nomination/Renomination;exit;;86719784.0
54;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DK-SE-------;TransmissionDK-SE-------;Joint Bal Zone DK/SE;Physical Flow;entry;;0.0
55;2021-01-01T06:00:00+01:00;2021-01-02T06:00:00+01:00;NWE;DE;DK-SE-------;TransmissionDK-SE-------;Joint Bal Zone DK/SE;Physical Flow;exit;;67598090.0
