;capacity_booking_status;capacity_commercial_type;capacity_type;data_set;direction_key;flow_status;general_remarks;id;indicator;interruption_type;is_cam_relevant;is_n_a;is_unlimited;item_remarks;last_update_date_time;operator_key;operator_label;original_period_from;period_from;period_to;period_type;point_key;point_label;restoration_information;tso_eic_code;tso_item_identifier;unit;value
50;;N/A;Interruptible;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruption of Interruptible capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;;21X0000000012388;21Z000000000255M;kWh/d;0.0
51;;N/A;Interruptible;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;;21X0000000012388;21Z000000000255M;kWh/d;0.0
52;;Booked;Interruptible;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruption of Interruptible capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;;21X0000000012388;21Z000000000255M;kWh/h;
53;;Booked;Interruptible;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;;21X0000000012388;21Z000000000255M;kWh/h;
54;;N/A;Interruptible;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruption of Interruptible capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;;21X0000000012388;21Z000000000255M;kWh/h;0.0
55;;N/A;Interruptible;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;;21X0000000012388;21Z000000000255M;kWh/h;0.0
56;;Booked;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No planned interruption foreseen;21X0000000012388;21Z000000000255M;kWh/d;
57;;Booked;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No unplanned interruption;21X0000000012388;21Z000000000255M;kWh/d;
58;;N/A;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No planned interruption foreseen;21X0000000012388;21Z000000000255M;kWh/d;0.0
59;;N/A;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No unplanned interruption;21X0000000012388;21Z000000000255M;kWh/d;0.0
60;;Booked;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No planned interruption foreseen;21X0000000012388;21Z000000000255M;kWh/h;
61;;Booked;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No unplanned interruption;21X0000000012388;21Z000000000255M;kWh/h;
62;;N/A;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No planned interruption foreseen;21X0000000012388;21Z000000000255M;kWh/h;0.0
63;;N/A;Firm;5;exit;;;52018-01-01 05:00:00 +00:002019-01-01 05:00:00 +00:0021X0000000012388DE-TSO-0018ITP-00297exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-08-08T11:24:03+02:00;DE-TSO-0018;Fluxys Deutschland;;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00297;Greifswald / Fluxys Deutschland;No unplanned interruption;21X0000000012388;21Z000000000255M;kWh/h;0.0
