;capacity_booking_status;capacity_commercial_type;capacity_type;data_set;direction_key;flow_status;general_remarks;id;indicator;interruption_type;is_cam_relevant;is_n_a;is_unlimited;item_remarks;last_update_date_time;operator_key;operator_label;original_period_from;period_from;period_to;period_type;point_key;point_label;restoration_information;tso_eic_code;tso_item_identifier;unit;value
719;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00038exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00038;Hilvarenbeek;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000243T;kWh/h;0.0
720;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;
721;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;
722;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;0.0
723;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;0.0
724;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;
725;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;
726;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;0.0
727;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/d;0.0
728;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;
729;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;
730;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;0.0
731;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;0.0
732;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;
733;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;
734;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;0.0
735;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00290exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00290;BE Quality Conversion Point L-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000245P;kWh/h;0.0
736;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;
737;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;
738;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;0.0
739;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;0.0
740;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;
741;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;
742;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;0.0
743;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/d;0.0
744;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;
745;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;
746;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;0.0
747;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;0.0
748;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;
749;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;
750;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;0.0
751;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00289exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00289;BE Quality Conversion Point H-Zone;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000246N;kWh/h;0.0
752;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;
753;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;
754;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;0.0
755;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;0.0
756;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;
757;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;
758;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;0.0
759;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/d;0.0
760;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;
761;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;
762;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;0.0
763;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;0.0
764;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;
765;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;
766;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;0.0
767;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001LNG-00005exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;LNG-00005;Alveringem;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000359A;kWh/h;0.0
768;;Booked;Firm;5;entry;;;52017-03-04 05:00:00 +00:002018-04-04 04:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00519entryPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-06-19T16:37:09+02:00;BE-TSO-0001;Fluxys Belgium;;2017-03-04T06:00:00+01:00;2018-04-04T06:00:00+02:00;;ITP-00519;Dunkerque DKB (BE);No planned interruption foreseen;21X-BE-A-A0A0A-Y;22Z20150428----L;kWh/d;
769;;Booked;Firm;5;entry;;;52017-03-04 05:00:00 +00:002018-04-04 04:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00519entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-06-19T16:37:09+02:00;BE-TSO-0001;Fluxys Belgium;;2017-03-04T06:00:00+01:00;2018-04-04T06:00:00+02:00;;ITP-00519;Dunkerque DKB (BE);No unplanned interruption;21X-BE-A-A0A0A-Y;22Z20150428----L;kWh/d;
770;;N/A;Firm;5;entry;;;52017-03-04 05:00:00 +00:002018-04-04 04:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00519entryPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-06-19T16:37:09+02:00;BE-TSO-0001;Fluxys Belgium;;2017-03-04T06:00:00+01:00;2018-04-04T06:00:00+02:00;;ITP-00519;Dunkerque DKB (BE);No planned interruption foreseen;21X-BE-A-A0A0A-Y;22Z20150428----L;kWh/d;0.0
